"Nom / Raison sociale","Commune","Code postal","Paiements directs aux agriculteurs (Feaga)","Autres paiements Feaga","Paiements Feader (hors pr�ts bonifi�s)","Paiements pr�ts bonifi�s (Feader)","Montant total"
"SARL TI FONDS","FRANCOIS",97240,1733277.51,0,166860.48,0,1900137.99
"SARL TOM D'AQUI","PARENTIS EN BORN",40160,0,0,600000,0,600000
"SARL UNION","LAMENTIN",97232,1736399.67,0,73414.81,0,1809814.48
"SAS AGRISUD","PERPIGNAN",66000,0,963635.23,0,0,963635.23
"SAS CAFEIERE","SAINT MARIE",97230,3548294.97,0,32926.49,0,3581221.46
"SAS DISTILLERIE DOUENCE","VIGNONET",33330,0,709469.33,0,0,709469.33
"SAS DISTILLERIE DOUENCE","SAINT GENES DE LOMBAUD",33670,0,1940098.02,0,0,1940098.02
"SAS GRANDE TRACE","FRANCOIS",97240,909036.59,0,415.38,0,909451.97
"SAS HABITATION PECOUL","BASSE POINTE",97218,1692763.65,0,21834.54,0,1714598.19
"SAS HENRI RAFFIN","ROCHETTE",73110,0,0,599412.26,0,599412.26
"SAS HTIERS CRASSOUS DE MEDEUIL","MACOUBA",97218,1293773.19,0,19028.36,0,1312801.55
"SAS HUILERIE DE CHAMBARAND","ROYBON",38940,0,0,421312,0,421312
"SAS LAVAU MOURET ET CIE","VIOLES",84150,0,440548.76,0,0,440548.76
"SAS LES PIERRES ROUGES","GIVRY",71640,0,0,398051.95,0,398051.95
"SAS LIOT","PLEUMARTIN",86450,0,403263.58,0,0,403263.58
"SAS NOSTRE","SAINT ANDIOL",13670,0,661846,0,0,661846
"SAS POMANJOU","ECOUFLANT",49000,0,1162953.88,0,0,1162953.88
"SAS SUDER 2010","SAINT PAUL",97460,0,0,395843.5,0,395843.5
"SAS VALDIPOM","ANGERS",49100,0,508871.98,0,0,508871.98
"SAS VIGNERONS DE TUTIAC","MARCILLAC",33860,0,0,805951.33,0,805951.33
"SASU AGOUR","HELETTE",64640,0,0,386443.27,0,386443.27
"SCA AGRIAL (POMMES A CIDRE)","CAEN",14050,0,386317.97,0,0,386317.97
"SCA ANAIS","CAVAILLON",84300,0,410398.03,0,0,410398.03
"SCA ARDRESIS LA LINIERE","ARDRES",62610,0,707075.02,0,0,707075.02
"SCA BLONDINIERE BUTEL","CAPESTERRE BELLE EAU",97130,608905.52,0,5248.16,0,614153.68
"SCA COFRUID OC","SAINT JUST",34400,0,488452.7,57751.27,0,546203.97
"SCA COOP FRUITIERE DU LIMOUSIN","SAINT AULAIRE",19130,0,1665055.29,0,0,1665055.29
"SCA COOPERATIVE DES PRIMEURS DE LA CRAU","SAINT MARTIN DE CRAU",13310,0,431190.54,0,0,431190.54
"SCA COOPERATIVE ROUSSILLON","MILLAS",66170,0,466452.1,0,0,466452.1
"SCA DE LA DIGUE","CAPESTERRE BELLE EAU",97130,564865.2,0,23846.96,0,588712.16
"SCA DE LONGEVILLE","DEUX CHAISES",3240,589803.77,0,0,0,589803.77
"SCA DES PERRINOTS","MARMANDE",47200,0,481683.58,0,0,481683.58
"SCA DES PRODUCTEURS LEGUMIERS","DOUE LA FONTAINE",49700,0,781838.93,0,0,781838.93
"SCA DES VITCULTEURS ET AGRICULTEURS DE LIMOUX & ENVIRONS","LIMOUX",11300,0,616175.04,0,0,616175.04
"SCA FLEURON D'ANJOU","PONTS DE CE",49136,0,548059.34,0,0,548059.34
"SCA FRANCE CHAMPIGNON","SAUMUR",49400,0,3328162.64,0,0,3328162.64
"SCA FRUITS ET LEGUMES DU LIMOUSIN LIMDOR","SAINT YRIEIX LA PERCHE",87500,0,236273.18,147082.66,0,383355.84
"SCA GPLM (GP LEGUMES DE LA MANCHE)","ANNEVILLE EN SAIRE",50760,0,567314.2,0,0,567314.2
"SCA ILLE FRUITS","ILLE SUR TET",66130,0,671004.36,0,0,671004.36
"SCA LES TROIS DOMAINES UNION FRUITIERE","LAFOX",47240,0,0,426689.44,0,426689.44
"SCA LES VERGERS DE BLUE WHALE","MONTAUBAN",82004,0,2808602.67,0,0,2808602.67
"SCA LES VIGNERONS DE L'OCCITANIE","SERVIAN",34290,0,609976.72,0,0,609976.72
"SCA LES VIGNERONS DU MONT VENTOUX","BEDOIN",84410,0,0,406339.3,0,406339.3
"SCA L'UNION FERMIERE MORBIHANNAISE - UFM","LOCMINE",56500,0,4215636.1,0,0,4215636.1
"SCA MAS DE LA VILLE","ARLES",13200,568500.79,0,0,0,568500.79
"SCA OCEANE","CHEVROLIERE",44118,0,3392030.14,0,0,3392030.14
"SCA PRIMACOOP","SOYECOURT",80200,0,926906.41,0,0,926906.41
"SCA QUALIFEL PLUS","MONTAUBAN",82004,0,653790.29,0,0,653790.29
"SCA RHODACOOP","SARRAS",7370,0,872616.46,0,0,872616.46
"SCA SAVEOL","PLOUGASTEL DAOULAS",29470,0,5634216.93,0,0,5634216.93
"SCA SOCIADORE","PORT SAINT LOUIS DU RHONE",13230,638645.85,0,0,0,638645.85
"SCA SOLARENN","SAINT ARMEL",35230,0,931792.48,0,0,931792.48
"SCA SAINT BAUZILLE","BEZIERS",34500,522209.25,0,0,0,522209.25
"SCA TEILLAGE DU NEUBOURG","NEUBOURG",27110,0,607659.07,0,0,607659.07
"SCA TERRE DE LIN","SAINT PIERRE LE VIGER",76740,-1019.72,2084158.8,0,0,2083139.08
"SCA UNICOQUE","CANCON",47290,0,655553.73,0,0,655553.73
"SCA VALLEE DU LOT","CLAIRAC",47320,0,343457.33,62412,0,405869.33
"SCA VALOIS FRUITS","VILLERS COTTERETS",2600,0,599786.81,0,0,599786.81
"SCA VALPRIM","MARMANDE",47200,0,968523.51,0,0,968523.51
"SCA VIGNERONS DU SAINT-MONT","SAINT MONT",32400,3733.04,416140.03,0,0,419873.07
"SCEA BANANERAIE SAINT-JULIEN","CAPESTERRE BELLE EAU",97130,1599675.33,0,68824.93,0,1668500.26
"SCEA CABOU","CAPESTERRE BELLE EAU",97130,414754.97,0,17898.03,0,432653
"SCEA CHATEAU REILLANNE","CANNET DES MAURES",83340,15340.38,706952.93,0,0,722293.31
"SCEA DOMAINE DE BERNEUIL","BERNEUIL",87300,532775.41,0,0,0,532775.41
"SCEA DOMAINE DE BOISVIEL SUD","ARLES",13104,410699.91,0,0,0,410699.91
"SCEA JEAN-CHARLES MOREL","CAZAUBON",32150,41482.03,469417.21,10420,299.58,521618.82
"SCEA LES HAUTS DE CAMBREFORT","CAPESTERRE BELLE EAU",97130,835122.4,0,31797.06,0,866919.46
"SCEA NARA","CAPESTERRE BELLE EAU",97130,438960.12,0,14549.46,0,453509.58
"SCEA VERGERS DES 2 MERS","PINEUILH",33220,435972.31,0,0,0,435972.31
"SCICA ALTUS SOC COOP INTERET COLLECTIF","YCHOUX",40160,0,954601.87,0,0,954601.87
"SCICA CASTANG SA","GARDONNE",24680,0,798042.9,275451.86,0,1073494.76
"SCLAITIERE DE LA FRUITIERE DES RIVES DU FIER","HAUTEVILLE SUR FIER",74150,0,0,600000,0,600000
"SCOOP AGRICOLE VIGNERONS REUNIS MONSEGUR","PUY",33580,0,841185.46,0,0,841185.46
"SCV CHATEAU DU TARIQUET","EAUZE",32800,0,547584.47,0,0,547584.47
"SECOURS POPULAIRE FRANCAIS","PARIS 3",75003,0,21872553.15,0,0,21872553.15
"SFA DELTA DU RHONE","SAINT GILLES",30800,502548.48,0,0,0,502548.48
"SICA BOURGOGNE PELLETS","AISEREY",21110,0,616968.43,0,0,616968.43
"SICA LES ALIZES","BASSE TERRE",97100,0,520801.8,0,0,520801.8
"SICA LES VERGERS DE MAUGUIO","MAUGUIO",34131,0,391504.58,0,0,391504.58
"SICA PECHE SUD","TROUILLAS",66300,0,522084.31,0,0,522084.31
"SICA PROVENCE COMTAT","THOR",84250,0,556443.69,261901.22,0,818344.91
"SICA SUD DELICES","THUIR",66301,0,434446.08,0,0,434446.08
"SICA TERRE REUNIONNAISE","SAINT PIERRE",97410,0,2493173.75,130072.84,0,2623246.59
"SICA VERGERS DE BEAUREGARD","CAVAILLON",84300,0,689915.39,0,0,689915.39
"SICACFEL","SAINT FRANCOIS",97118,0,695430.31,310929.18,0,1006359.49
"SICADEG","PORT LOUIS",97117,0,0,461690.94,0,461690.94
"SICAPAG","LAMENTIN",97129,0,1416010.69,0,0,1416010.69
"SIDESUP SICA","ENGENVILLE",45300,0,518826.62,0,0,518826.62
"SIGY SARL","FORT DE FRANCE",97200,1237468.08,0,0,0,1237468.08
"SNC CILINVESAINT 2010","SAINT PAUL",97460,0,0,720941.92,0,720941.92
"SOC CIVILE DU CHATEAU FOURCAS HOSTEN","LISTRAC MEDOC",33480,0,404772.2,0,0,404772.2
"SOC COOP VINIC PRODUCTEURS VILLEDOMMANGE","VILLE DOMMANGE",51390,0,435719.68,0,0,435719.68
"SOC COOP VINICOLE ANNE DE JOYEUSES","LIMOUX",11300,0,439400.45,0,0,439400.45
"SOC COOPERATIVE AGRICOLE VIVEA","SAINT PIERRE",97410,0,1508304.21,0,0,1508304.21
"SOC LA GUYENNOISE","SAUVETERRE DE GUYENNE",33540,0,539319.48,0,0,539319.48
"SOCIETE ANONYME DES ALCOOLS DU TARN","GAILLAC",81600,0,490024.55,0,0,490024.55
"SOCIETE BEURRIERE D'ISIGNY","ISIGNY LE BUAT",50540,0,478533.61,0,0,478533.61
"SOCIETE CIVILE DU CHATEAU PALMER","CANTENAC",33460,0,404667.93,0,0,404667.93
"SOCIETE COOP AGRIC D'AMOU PROD KIWIFRUITS DE FRANCE","LABATUT",40300,0,468619.12,0,0,468619.12
"SOCIETE COOPERATIVE AGRICOLE DE DISTILLATION D ARGELIERS (AUDE) ET SES ENVIRONS","ARGELIERS",11120,0,626889.59,0,0,626889.59
"SOCIETE COOPERATIVE AGRICOLE DE VINIFICAT","NARBONNE",11100,0,927810.4,0,0,927810.4
"SOCIETE COOPERATIVE AGRICOLE UNEAL","SAINT LAURENT BLANGY",62223,0,530465.78,0,0,530465.78
"SOCIETE COOPERATIVE AGRICOLE UNIVITIS","LEVES ET THOUMEYRAGUES",33220,0,36311.99,666754.4,0,703066.39
"SOCIETE COOPERATIVE LES COTEAUX DE THONGU","ABEILHAN",34290,0,433016.69,0,0,433016.69
"SOCIETE COOPERATIVE SYNDICALE DE DISTILLATION DE THOUARCE","THOUARCE",49380,0,1158668.3,0,0,1158668.3
"SOCIETE COOPERATIVE VITICOLE LES VIGNERON","LEUCATE",11370,0,1299269.43,0,0,1299269.43
"SOCIETE DE DISTILLERIES VINICOLES BLAYAIS","MARCILLAC",33860,0,2151622.45,0,0,2151622.45
"SOCIETE DE DISTILLERIES VINICOLES BLAYAIS","VILLENEUVE DE BLAYE",33710,0,1183117.84,0,0,1183117.84
"SOCIETE DES ETABLISSEMENTS DESSERT EX-VACQUIER - SEDEV","SAINT SEURIN DE PRATS",24230,0,586267.39,0,0,586267.39
"SOCIETE FORESTIERE GROUPAMA","PARIS CEDEX 08",75364,0,0,690455.36,0,690455.36
"SOCIETE HOLDING DU TARIQUET","EAUZE",32800,0,557448.34,0,0,557448.34
"SOCIETE MARTINIQUAISE DE CANNE A SUCRE","SAINT MARIE",97230,0,0,385956.97,0,385956.97
"SOCIETE VITREENNE D'ABATTAGE","VITRE CEDEX",35502,0,1318018.31,0,0,1318018.31
"SOCOPMA","LAMENTIN",97232,0,704822.61,0,0,704822.61
"SOUDON SARL","LAMENTIN",97232,765256.97,0,0,0,765256.97
"SPHB","SAINT PIERRE",97410,0,566151.9,0,0,566151.9
"SPH-GERARD BERTRAND","NARBONNE",11100,0,512397.77,0,0,512397.77
"STE COOP AGRICOLE MARCHE DE PHALEMPIN","PHALEMPIN",59133,0,1176919.22,0,0,1176919.22
"STE COOPERATIVE DES COTEAUX DU LYONNAIS - SICOLY","SAINT LAURENT D AGNY",69440,0,392710.19,0,0,392710.19
"STE COOPERATIVE LAITIERE HAUTE MAURIENNE VANOISE","LANSLEBOURG MONT CENIS",73480,0,0,430957.46,0,430957.46
"SUCRERIE DE BOIS ROUGE","SAINT ANDRE",97440,0,13249000,0,0,13249000
"SUCRIERE DE LA REUNION","SAINT SUZANNE",97441,0,30914000,123252.6,0,31037252.6
"SYND GEN VIGNERONS REUNIS COTE RHONE","AVIGNON CEDEX 1",84024,0,11552668.18,0,0,11552668.18
"SYNDICAT DES ENERGIES ET DE L'AMENAGEMENT NUMERIQU","ANNECY CEDEX",74002,0,0,1959278,0,1959278
"SYNDICAT INTERPROFESSIONNEL DE LA FOURME D AMBERT","AMBERT",63600,0,0,394917.12,0,394917.12
"SYNDICAT MIXTE DU PNR DE LA BRENNE","ROSNAY",36300,0,0,762447.1,0,762447.1
"SYNDICAT MIXTE PARC NATUREL REGIONAL HAUT JURA","LAJOUX",39310,0,0,565057.07,0,565057.07
"SYNDICAT MIXTE PNR MASSIF DES BAUGES","CHATELARD",73630,0,0,535401.95,0,535401.95
"SYNDICAT MIXTE SOMME NUMERIQUE","AMIENS",80000,0,0,1597763.73,0,1597763.73
"TEILLAGE VANDECANDELAERE","BOURGUEBUS",14540,0,428859.24,0,0,428859.24
"TILLY SABCO","GUERLESQUIN",29650,0,19497347.62,0,0,19497347.62
"TRISKALIA","LANDERNEAU",29206,0,1355649.49,0,0,1355649.49
"UCA LORCO","PONT SCORFF",56620,0,0,418843.14,0,418843.14
"UCDV COOPERATIVE","SAUSSAY LA CAMPAGNE",27150,0,841582.78,0,0,841582.78
"UDC - UNION DES COOP AGR F & L ORIENTALES","SAINT HIPPOLYTE",66510,0,1135035.94,0,0,1135035.94
"UDP SAINT PEY DE CASTETS","SAINT PEY DE CASTETS",33350,0,403219.64,52130.51,0,455350.15
"UGPBAN","RUNGIS CEDEX",94596,0,0,410149.61,0,410149.61
"UGPBAN","RUNGIS CEDEX",94596,0,1200000,180959.82,0,1380959.82
"UNION COOPERATIVE AGRICOLE FRANCE PRUNE","CASSENEUIL",47440,0,1247043.37,0,0,1247043.37
"UNION DES COOPERATIVES VINICOLES D'AQUITAINE","COUTRAS",33230,0,5006685.85,0,0,5006685.85
"UNION DES DISTILLERIES DE LA MEDITERRANEE","LESPIGNAN",34710,0,524960.11,0,0,524960.11
"UNION DES DISTILLERIES DE LA MEDITERRANEE","MAUBEC",84660,0,3035042.42,0,0,3035042.42
"UNION DES DISTILLERIES DE LA MEDITERRANEE","VAUVERT",30600,0,2365699.93,0,0,2365699.93
"UNION DES DISTILLERIES DE LA MEDITERRANEE","OLONZAC",34210,0,1880717.37,0,0,1880717.37
"UNION DES DISTILLERIES DE LA MEDITERRANEE","VALLON PONT D ARC",7150,0,1975053.4,0,0,1975053.4
"UNION DES DISTILLERIES DE LA MEDITERRANEE","SAINT ANDRE DE SANGONIS",34725,0,487206.73,0,0,487206.73
"UNION DES GRANDS CRUS DE BORDEAUX","BORDEAUX",33000,0,1094253.2,0,0,1094253.2
"UNION DES PRODUCTEURS DE BANANE DE LA MARTINIQUE","DUCOS",97224,0,0,389459.13,0,389459.13
"UNION DES VIGNERONS DES COTES DU RHONE","TULETTE",26790,0,390659.36,0,0,390659.36
"UNION NATIONAL INTERPROFESSIONNELLES DES","PARIS 14",75014,0,1005284.34,0,0,1005284.34
"URCOOPA","SAINT PAUL CEDEX",97862,0,6159922.3,0,0,6159922.3
"VAIZGANTHO","COMBOURTILLE",35210,0,0,429510.2,0,429510.2
"VAL DE GARONNE AGGLOMERATION","MARMANDE CEDEX",47213,0,0,402072.56,0,402072.56
"VALLEE DU LORRAIN SARL","MARIGOT",97225,882252.19,0,0,0,882252.19
"VIGNERONS DU GERLAND","PANJAS",32110,22099.38,489605.47,0,0,511704.85
"VIGNOBLES DOM BRIAL","BAIXAS",66390,0,901739.64,0,0,901739.64
"VIVEA","PARIS",75017,0,0,9410713.27,0,9410713.27
"YVON MAU","GIRONDE SUR DROPT",33190,0,381178.6,0,0,381178.6
"ABRAPA","STRASBOURG CEDEX 2",67038,0,0,320000,0,320000
"ADALIA","MONTAUBAN",82000,0,320356.27,0,0,320356.27
"AGRI-STOCKS","BEZERIL",32130,0,0,230000,0,230000
"ALMA","ALBI CEDEX 9",81013,0,0,249862.16,0,249862.16
"ARCE EARL","LORRAIN",97214,316101.34,0,0,0,316101.34
"ARDTA","AUBIERE CEDEX",63178,0,0,239399.44,0,239399.44
"ARP","PLAINE DES CAFRES",97418,0,0,226545.82,0,226545.82
"ASA DE REBOISEMENT COGEBOSA","SAINT AIGULIN",17360,0,0,270572.4,0,270572.4
"ASA DE REBOISEMENT DE BAIGNES-TOUVERAC","BAIGNES SAINT RADEGONDE",16360,0,0,226886.4,0,226886.4
"ASA DES IRRIGANTS DE LA BASSE VALLEE DE LA LOUE","FOUCHERANS",39100,0,0,294391.46,0,294391.46
"ASA DU SAINT MARTIN","CLERMONT DESSOUS",47130,0,0,360000,0,360000
"ASAH DE MANA","MANA",97360,0,0,258001.18,0,258001.18
"ASL SYLVALLIANCE NORD GIRONDE","SAINT SAVIN",33920,0,0,275396.82,0,275396.82
"ASS COORDINAT TECHNIQ AGRICOLE","PARIS 12",75012,0,245210.24,0,0,245210.24
"ASS NAT INTERPROF CHAMPIGNON DE COUCHE","PARIS 14",75014,0,339218.96,0,0,339218.96
"ASSOC COLLECTIF VILLE CAMPAGNE","LIMOGES",87000,0,0,243355,0,243355
"ASSOC FONCIERE PASTORALE DU HAUT-ALLIER","COSTAROS",43490,0,0,227964.04,0,227964.04
"ASSOCIATION ALPES COCCINELLE","VILLE SOUS ANJOU",38150,0,306637.66,0,0,306637.66
"ASSOCIATION DU PAYS DE LANGRES","LANGRES",52200,0,0,295610,0,295610
"ASSOCIATION FRUILEST","CHATEAU SALINS",57170,0,280097.62,0,0,280097.62
"ASSOCIATION GOUT DU SUD","SAINT THIBERY",34630,0,318147,0,0,318147
"AVIBRESSE","CHALAMONT",1320,0,0,261894.42,0,261894.42
"BABYDRINK","ABBEVILLE",80100,0,250418.04,0,0,250418.04
"BELLONIE BOUDILLON LA MAUNY","DUCOS",97224,0,0,259364.61,0,259364.61
"BEURALIA","PARIS 12",69002,0,268734.23,0,0,268734.23
"BIO FERME SAS","SAINT FERME",33580,0,0,271235.75,0,271235.75
"BRASSERIE ARTISANALE RATZ","ARCAMBAL",46090,0,0,234272.8,0,234272.8
"BUREAU NATIONAL INTERPR COGNAC","COGNAC",16100,0,370452.35,0,0,370452.35
"CANELIA PETIT FAYT BEURRE","PETIT FAYT",59244,0,263250.29,0,0,263250.29
"CAPIC - STE COOP AGR DES PROD. INDEPENDANTS DU CENTRE DE CORSE","ALERIA",20270,0,278560,0,0,278560
"CAVE COOP LA MALEPERE","ARZENS",11290,0,283692.01,0,0,283692.01
"CAVE COOP SAUVETERRE DE GUYENNE","SAUVETERRE DE GUYENNE",33540,0,198311.67,30000,0,228311.67
"CAVE DES PRODUCTEURS DE JURANCON","GAN",64290,0,9096.48,319000,0,328096.48
"CC DU PAYS DE SAINT CERE","SAINT CERE",46400,0,0,254909.02,0,254909.02
"CELLIER DES ARCHERS","ARCS",83460,0,286923.65,0,0,286923.65
"CENTRE INFO DES VIANDES","PARIS 9",75009,0,350021.29,0,0,350021.29
"CENTRE TECHNIQUE DE LA CANNE ET DU SUCRE","LAMENTIN",97232,832.27,0,294520.57,0,295352.84
"CERCLE RIVE DROITE GDS VINS BORDEAUX","LIBOURNE",33500,0,368000,0,0,368000
"CERIFRAIS","BESSENAY",69690,0,0,378750.98,0,378750.98
"CHAMBRE D AGRICULTURE DE HAUTE LOIRE","PUY EN VELAY CEDEX",43012,0,0,235080.18,0,235080.18
"CHAMBRE D AGRICULTURE DE LA CORREZE","TULLE CEDEX",19001,0,0,268872.79,0,268872.79
"CHAMBRE D AGRICULTURE DE LA DROME ET EDE","VALENCE CEDEX",26001,0,0,273388.52,0,273388.52
"CHAMBRE D AGRICULTURE DE SAONE ET LOIRE","MACON CEDEX",71010,0,0,223555,0,223555
"CHAMBRE D'AGRICULTURE DES LANDES","MONT DE MARSAN CEDEX",40005,0,0,310653.14,0,310653.14
"CHAMBRE REGIONALE D AGRICULTURE POITOU CHARENTES","MIGNALOUX BEAUVOIR",86550,0,0,316932.16,0,316932.16
"CHAMBRE REGIONALE D'AGRICULTURE D'AUVERGNE","AUBIERE",63170,0,0,258137.6,0,258137.6
"CHAMPAGNE BERECHE ET FILS","LUDES",51500,0,270279.6,0,0,270279.6
"CHARCUTERIE CAMILLE CROS","MURAT SUR VEBRE",81320,0,0,281201.74,0,281201.74
"CHARMINE EARL","SAINT JOSEPH",97212,259496.29,0,0,0,259496.29
"CHATEAU DE FAUZAN","CESSERAS",34210,0,272000,0,0,272000
"CHATEAU TALBOT","SAINT JULIEN BEYCHEVELLE",33250,0,282907.3,0,0,282907.3
"CIVR CONSEIL INTERPROFESSIONNEL DES VINS DU ROUSS","PERPIGNAN",66000,0,179865,180000,0,359865
"CLAL SAINT YVI","ROSPORDEN",29140,0,373184.2,0,0,373184.2
"CLAUDE LAFOND","REUILLY",36260,0,257705.81,0,0,257705.81
"CODECOM DE SPINCOURT","SPINCOURT",55230,0,0,268753.42,0,268753.42
"CODEMA","CHANGE",53810,0,268758.54,0,0,268758.54
"COLLECTIVITE TERRITO. DE CORSE","AJACCIO",20187,0,0,302020.44,0,302020.44
"COM COM DE L'ARGONNE ARDENNAISE","VOUZIERS",8400,0,0,285437.22,0,285437.22
"COM COM VALLEE DE L'HERAULT","GIGNAC",34150,0,0,237325.37,0,237325.37
"COM DE L ISLE JOURDAIN","ISLE JOURDAIN",32600,0,0,363636.37,0,363636.37
"COMITE DE PAYS ASSES-VERDON-VAIRE-VAR","BEAUVEZER",4370,0,0,321141.01,0,321141.01
"COMITE INTERPROF DU VIN DE CHAMPAGNE","EPERNAY",51200,0,347694.14,0,0,347694.14
"COMITE NAT INTERP POMME DE TER","PARIS 8",75008,0,224899.91,0,0,224899.91
"COMM COM DES LUY GABAS SOUYE ET LEES","MORLAAS",64160,0,0,235113.48,0,235113.48
"COMMUNAUTE COMMUNES DU VAL DES COULEURS","VAUCOULEURS",55140,0,0,315910.6,0,315910.6
"COMMUNAUTE DE COMMUNES DE L'ESTUAIRE","BRAUD ET SAINT LOUIS",33820,0,0,300000,0,300000
"COMMUNAUTE DE COMMUNES DE VERDUN","VERDUN",55100,0,0,300170.96,0,300170.96
"COMMUNAUTE DE COMMUNES DES COMBES","SCEY SUR SAONE ET SAINT ALBIN",70360,0,0,266000,0,266000
"COMMUNAUTE DE COMMUNES DU MIREBELLOIS","MIREBEAU SUR BEZE",21310,0,0,371219.76,0,371219.76
"COMMUNAUTE DE COMMUNES DU PAYS DE DIEULEFIT","DIEULEFIT",26220,0,0,259035.67,0,259035.67
"COMMUNAUTE DE COMMUNES DU PONT DU GARD","REMOULINS",30210,0,0,280655.46,0,280655.46
"COMMUNAUTE DE COMMUNES DU SALIGNACOIS","SALIGNAC EYVIGUES",24590,0,0,245367.48,0,245367.48
"COMMUNE D' EGRISELLES-LE-BOCAGE","EGRISELLES LE BOCAGE",89500,0,0,306756.36,0,306756.36
"COMMUNE D ORGELET","ORGELET",39270,0,0,264966.76,0,264966.76
"COMMUNE D'APATOU","APATOU",97317,0,0,284999.99,0,284999.99
"COMMUNE D'ASCAIN","ASCAIN",64310,0,0,232872.25,0,232872.25
"COMMUNE DE BEYNAT","BEYNAT",19190,0,0,250524.4,0,250524.4
"COMMUNE DE BLESLE","BLESLE",43450,0,0,327308,0,327308
"COMMUNE DE BONNY SUR LOIRE","BONNY SUR LOIRE",45420,0,0,222435.52,0,222435.52
"COMMUNE DE BOURGANEUF","BOURGANEUF",23400,0,0,311325.64,0,311325.64
"COMMUNE DE CAMPAN","CAMPAN",65710,0,0,264074.13,0,264074.13
"COMMUNE DE DEVILLE","DEVILLE",8800,0,0,300000,0,300000
"COMMUNE DE GAILLAC","GAILLAC CEDEX",81601,0,0,259501.87,0,259501.87
"COMMUNE DE JARGEAU","JARGEAU",45150,0,0,237310,0,237310
"COMMUNE DE JOB","JOB",63990,0,0,367100.34,0,367100.34
"COMMUNE DE LAGRAULET DU GERS","LAGRAULET DU GERS",32330,0,0,236626.6,0,236626.6
"COMMUNE DE LE VAL DAVID","VAL DAVID",27120,0,0,327815.5,0,327815.5
"COMMUNE DE LES BIZOTS","BIZOTS",71710,0,0,282719.82,0,282719.82
"COMMUNE DE LOUHANS-CHATEAURENAUD","LOUHANS",71500,0,0,330847.22,0,330847.22
"COMMUNE DE OUANARY","OUANARY",97380,0,0,336408.53,0,336408.53
"COMMUNE DE PIERREFITTE NESTALAS","PIERREFITTE NESTALAS",65260,0,0,320000,0,320000
"COMMUNE DE SAINT LARY SOULAN","SAINT LARY SOULAN",65170,0,0,300286.52,0,300286.52
"COMMUNE DE SAINT SULPICE","SAINT SULPICE",81370,0,0,293350.72,0,293350.72
"COMMUNE DE TOUGET","TOUGET",32430,0,0,267559.66,0,267559.66
"COMMUNE DE TOURNAY","TOURNAY",65190,0,0,350825.64,0,350825.64
"COMMUNE DE VILLECHETIF","VILLECHETIF",10410,0,0,225364.36,0,225364.36
"COMMUNE LES ANCIZES COMPS","ANCIZES COMPS",63770,0,384.91,370000,0,370384.91
"CONSEIL GENERAL DE HAUTE LOIRE","PUY EN VELAY",43000,0,0,332047.42,0,332047.42
"CONSEIL GENERAL DE L YONNE","AUXERRE CEDEX",89011,0,0,354982.98,0,354982.98
"CONSERVATOIRE D'ESPACES NATURELS DE PICARDIE","AMIENS CEDEX 1",80044,0,0,225916.13,0,225916.13
"CONSERVATOIRE D'ESPACES NATURELS LIMOUSIN","SAINT GENCE",87510,0,0,366532.92,0,366532.92
"COOPERATIVE VINS DE BANDOL","CADIERE D AZUR",83740,0,375864.75,0,0,375864.75
"COOPERL ARC ATLANTIQUE","LAMBALLE",22403,0,248666.76,0,0,248666.76
"CORABIO","VALENCE CEDEX 9",26958,0,0,338528.64,0,338528.64
"COTTIN FRERES","NUITS SAINT GEORGES",21700,0,322500,0,0,322500
"CRDTA","AUBIERE CEDEX",63178,0,0,233340.4,0,233340.4
"CREPAL","LIMOGES CEDEX 2",87060,0,0,359080,0,359080
"CRPF POITOU CHARENTES","SMARVES",86240,0,0,229555.74,0,229555.74
"CS DE CIZE","SAINT JEAN PIED DE PORT",64220,0,0,251001.33,0,251001.33
"CTCS","ABYMES",97139,6149.05,0,279537.01,0,285686.06
"CUMA ADOUR PROTEOIL","MUGRON",40250,0,0,277616.73,0,277616.73
"CUMA APTOCA","BIAS",47300,0,0,262524.77,0,262524.77
"CV FRANCIS PLAINEMAISON SA","LIMOGES CEDEX 1",87003,0,0,298680.51,0,298680.51
"DEPARTMENT 66","MAURY",66460,0,308466.38,0,0,308466.38
"DISTILLERIE DU SANCERROIS","CREZANCY EN SANCERRE",18300,0,262891,0,0,262891
"DOMAINE ROLLAN DE BY","BEGADAN",33340,0,368601.36,0,0,368601.36
"DRAAF AUVERGNE","LEMPDES",63370,0,0,348004.34,0,348004.34
"EARL BABIN GERARD","CAPESTERRE BELLE EAU",97130,314855.1,0,6618.7,0,321473.8
"EARL BANA SUD","VAUCLIN",97280,283652.97,0,20787.44,0,304440.41
"EARL BASTIDE","BELLEGARDE",30127,218309.02,0,9973.76,0,228282.78
"EARL BELLE PLAINE","BASSE TERRE",97100,255504.2,0,16731.16,0,272235.36
"EARL BERGER","AVON",79800,128030.23,0,102632.9,283.46,230946.59
"EARL BOTT GEYL","BEBLENHEIM",68980,1996.5,220761.52,0,0,222758.02
"EARL CHARMINE BANANIERE","SAINT JOSEPH",97212,0,0,323148.74,0,323148.74
"EARL CHARPENTIES","GONDRIN",32330,16750.98,267209.69,2700,0,286660.67
"EARL DE HAUBELON","LAGRAULET DU GERS",32330,266653.18,0,12544.4,0,279197.58
